[INFO ] [2022-05-12 16:39:44,227] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:54:27,912] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:54:28,163] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:54:28,380] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:54:28,621] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:54:34,637] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:54:34,740]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:54:34,943] Close browser
[INFO ] [2022-05-19 14:54:34,943] OS name = windows 10
[INFO ] [2022-05-19 14:54:34,944] Driver instance name = windows 10
[INFO ] [2022-05-19 14:54:41,457] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-19 14:54:41,460] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 14:54:42,139] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 14:54:42,285] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 14:54:42,506] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 14:54:42,747] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 14:54:42,970] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 14:54:43,179] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 14:54:43,385] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 14:54:49,397] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 14:54:49,491]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 14:54:49,510] Close browser
[INFO ] [2022-05-19 14:54:49,510] OS name = windows 10
[INFO ] [2022-05-19 14:54:49,510] Driver instance name = windows 10
[INFO ] [2022-05-19 14:55:17,165] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:55:17,165] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 14:55:23,500] Close browser
[INFO ] [2022-05-19 14:55:23,500] OS name = windows 10
[INFO ] [2022-05-19 14:55:23,501] Driver instance name = windows 10
[INFO ] [2022-05-19 14:55:23,516] Close browser
[INFO ] [2022-05-19 14:55:23,517] OS name = windows 10
[INFO ] [2022-05-19 14:55:23,517] Driver instance name = windows 10
[INFO ] [2022-05-19 14:55:23,546] invalid session id
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'VINHNNB', ip: '172.22.192.1', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.11'
Driver info: org.openqa.selenium.remote.RemoteWebDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 94.0.4606.61, chrome: {chromedriverVersion: 94.0.4606.61 (418b78f5838ed..., userDataDir: /tmp/.com.google.Chrome.pd4q6a}, goog:chromeOptions: {debuggerAddress: localhost:35001}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: LINUX, platformName: LINUX, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true, webdriver.remote.sessionid: f68619fd4989f45888c538187ca...}
Session ID: f68619fd4989f45888c538187ca5f9bb
[INFO ] [2022-05-19 14:55:23,550] invalid session id
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'VINHNNB', ip: '172.22.192.1', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.11'
Driver info: org.openqa.selenium.remote.RemoteWebDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 94.0.4606.61, chrome: {chromedriverVersion: 94.0.4606.61 (418b78f5838ed..., userDataDir: /tmp/.com.google.Chrome.7EKogG}, goog:chromeOptions: {debuggerAddress: localhost:45675}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: LINUX, platformName: LINUX, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true, webdriver.remote.sessionid: dba4fe00eb84aff22f2c28a7144...}
Session ID: dba4fe00eb84aff22f2c28a7144704ab
[INFO ] [2022-05-19 15:00:39,429] Close browser
[INFO ] [2022-05-19 15:00:39,431] OS name = windows 10
[INFO ] [2022-05-19 15:00:39,432] 
[INFO ] [2022-05-19 15:01:22,206] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:01:28,950] Browser name and version is: chrome 101.0.4951.67
[INFO ] [2022-05-19 15:01:29,173] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:01:29,997] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:01:30,120] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:01:30,310] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:01:30,480] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:01:30,666] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:01:30,842] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:01:31,009] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:01:37,062] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:01:37,135]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:01:37,338] Close browser
[INFO ] [2022-05-19 15:01:37,338] OS name = windows 10
[INFO ] [2022-05-19 15:01:37,339] Driver instance name = windows 10
[INFO ] [2022-05-19 15:14:44,185] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:14:50,122] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 15:14:50,277] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:14:51,296] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:14:51,618] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:14:51,979] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:14:52,320] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:14:52,765] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:14:53,096] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:14:53,501] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:14:59,715] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:14:59,925]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:15:00,275] Close browser
[INFO ] [2022-05-19 15:15:00,275] OS name = windows 10
[INFO ] [2022-05-19 15:15:00,275] Driver instance name = windows 10
[INFO ] [2022-05-19 15:34:32,110] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:34:38,311] Close browser
[INFO ] [2022-05-19 15:34:38,312] OS name = windows 10
[INFO ] [2022-05-19 15:34:38,312] 
[INFO ] [2022-05-19 15:40:45,897] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:40:49,292] Close browser
[INFO ] [2022-05-19 15:40:49,292] OS name = windows 10
[INFO ] [2022-05-19 15:40:49,293] 
[INFO ] [2022-05-19 15:41:59,502] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:42:02,534] Close browser
[INFO ] [2022-05-19 15:42:02,534] OS name = windows 10
[INFO ] [2022-05-19 15:42:02,535] 
[INFO ] [2022-05-19 15:42:54,085] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:43:00,192] Close browser
[INFO ] [2022-05-19 15:43:00,193] OS name = windows 10
[INFO ] [2022-05-19 15:43:00,193] 
[INFO ] [2022-05-19 15:43:40,845] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:43:46,243] Close browser
[INFO ] [2022-05-19 15:43:46,244] OS name = windows 10
[INFO ] [2022-05-19 15:43:46,244] 
[INFO ] [2022-05-19 15:44:28,991] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:44:32,357] Close browser
[INFO ] [2022-05-19 15:44:32,358] OS name = windows 10
[INFO ] [2022-05-19 15:44:32,358] 
[INFO ] [2022-05-19 15:46:01,268] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:46:06,167] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 15:46:06,278] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:46:06,984] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:46:07,130] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:46:07,459] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:46:07,720] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:46:07,976] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:46:08,237] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:46:08,500] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:46:14,549] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:46:14,651]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:46:14,814] Close browser
[INFO ] [2022-05-19 15:46:14,814] OS name = windows 10
[INFO ] [2022-05-19 15:46:14,815] Driver instance name = windows 10
[INFO ] [2022-05-19 15:46:25,004] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:46:28,834] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 15:46:29,012] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:46:29,943] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:46:30,201] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:46:30,417] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:46:30,649] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:46:30,866] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:46:31,089] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:46:31,292] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:46:37,193] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:46:37,291]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:46:37,455] Close browser
[INFO ] [2022-05-19 15:46:37,455] OS name = windows 10
[INFO ] [2022-05-19 15:46:37,455] Driver instance name = windows 10
[INFO ] [2022-05-19 15:46:56,748] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:47:00,674] Close browser
[INFO ] [2022-05-19 15:47:00,675] OS name = windows 10
[INFO ] [2022-05-19 15:47:00,675] 
[INFO ] [2022-05-19 15:47:11,078] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:47:15,241] Close browser
[INFO ] [2022-05-19 15:47:15,242] OS name = windows 10
[INFO ] [2022-05-19 15:47:15,242] 
[INFO ] [2022-05-19 15:47:38,057] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:47:46,506] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-19 15:47:46,652] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:47:47,317] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:47:47,498] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:47:47,705] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:47:47,910] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:47:48,132] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:47:48,370] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:47:48,610] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:47:54,566] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:47:54,664]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:47:54,812] Close browser
[INFO ] [2022-05-19 15:47:54,813] OS name = windows 10
[INFO ] [2022-05-19 15:47:54,813] Driver instance name = windows 10
[INFO ] [2022-05-19 15:48:21,775] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 15:48:29,272] Browser name and version is: chrome 101.0.4951.67
[INFO ] [2022-05-19 15:48:29,428] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 15:48:30,219] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 15:48:30,336] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 15:48:30,500] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 15:48:30,663] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 15:48:30,811] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 15:48:30,964] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 15:48:31,113] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 15:48:37,106] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 15:48:37,172]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 15:48:37,549] Close browser
[INFO ] [2022-05-19 15:48:37,549] OS name = windows 10
[INFO ] [2022-05-19 15:48:37,549] Driver instance name = windows 10
[INFO ] [2022-05-19 16:13:46,206] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:13:50,645] Close browser
[INFO ] [2022-05-19 16:13:50,645] OS name = windows 10
[INFO ] [2022-05-19 16:13:50,645] 
[INFO ] [2022-05-19 16:15:45,103] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:15:48,525] Close browser
[INFO ] [2022-05-19 16:15:48,525] OS name = windows 10
[INFO ] [2022-05-19 16:15:48,525] 
[INFO ] [2022-05-19 16:18:10,326] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:18:16,669] Close browser
[INFO ] [2022-05-19 16:18:16,670] OS name = windows 10
[INFO ] [2022-05-19 16:18:16,670] 
[INFO ] [2022-05-19 16:18:52,263] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:18:56,335] Close browser
[INFO ] [2022-05-19 16:18:56,335] OS name = windows 10
[INFO ] [2022-05-19 16:18:56,335] 
[INFO ] [2022-05-19 16:19:12,902] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:19:24,162] Browser name and version is: firefox 88.0.1
[INFO ] [2022-05-19 16:19:24,543] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 16:19:25,481] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 16:19:26,021] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 16:19:26,252] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 16:19:26,467] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 16:19:26,678] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 16:19:26,947] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 16:19:27,203] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 16:19:33,706] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 16:19:33,866]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 16:19:34,192] Close browser
[INFO ] [2022-05-19 16:19:34,197] OS name = windows 10
[INFO ] [2022-05-19 16:19:34,197] Driver instance name = windows 10
[INFO ] [2022-05-19 16:24:17,125] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:24:21,264] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-19 16:24:21,430] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 16:24:22,390] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 16:24:22,756] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 16:24:23,080] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 16:24:23,510] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 16:24:23,933] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 16:24:24,199] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 16:24:24,478] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 16:24:30,904] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 16:24:31,013]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 16:24:31,191] Close browser
[INFO ] [2022-05-19 16:24:31,192] OS name = windows 10
[INFO ] [2022-05-19 16:24:31,192] Driver instance name = windows 10
[INFO ] [2022-05-19 16:24:44,392] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:24:50,462] Close browser
[INFO ] [2022-05-19 16:24:50,462] OS name = windows 10
[INFO ] [2022-05-19 16:24:50,462] 
[INFO ] [2022-05-19 16:25:07,660] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-19 16:25:17,712] Browser name and version is: firefox 92.0.1
[INFO ] [2022-05-19 16:25:17,932] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-19 16:25:19,550] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-19 16:25:20,188] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-19 16:25:20,566] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-19 16:25:21,253] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-19 16:25:21,582] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-19 16:25:21,982] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-19 16:25:22,234] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-19 16:25:28,265] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-19 16:25:28,361]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-19 16:25:28,549] Close browser
[INFO ] [2022-05-19 16:25:28,549] OS name = windows 10
[INFO ] [2022-05-19 16:25:28,550] Driver instance name = windows 10
[INFO ] [2022-05-20 09:31:19,591] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-20 09:31:26,961] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-20 09:31:27,120] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-20 09:31:27,847] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-20 09:31:28,019] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-20 09:31:28,266] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-20 09:31:28,516] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-20 09:31:28,799] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-20 09:31:29,016] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-20 09:31:29,220] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-20 09:31:35,514] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-20 09:31:35,619]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-20 09:31:35,819] Close browser
[INFO ] [2022-05-20 09:31:35,820] OS name = windows 10
[INFO ] [2022-05-20 09:31:35,821] Driver instance name = windows 10
[INFO ] [2022-05-20 09:31:46,072] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-20 09:31:51,204] Browser name and version is: chrome 94.0.4606.61
[INFO ] [2022-05-20 09:31:51,336] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-20 09:31:52,025] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-20 09:31:52,191] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-20 09:31:52,435] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-20 09:31:52,641] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-20 09:31:52,874] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-20 09:31:53,089] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-20 09:31:53,298] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-20 09:31:59,617] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-20 09:31:59,719]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-20 09:32:00,154] Close browser
[INFO ] [2022-05-20 09:32:00,154] OS name = windows 10
[INFO ] [2022-05-20 09:32:00,154] Driver instance name = windows 10
[INFO ] [2022-05-20 09:40:38,493] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-20 09:40:46,945] Browser name and version is: chrome 96.0.4664.45
[INFO ] [2022-05-20 09:40:47,110] TC_01_Register_With_Valid_User_Name_Password - Step 1: Click on 'Register' field 
[INFO ] [2022-05-20 09:40:47,764] TC_01_Register_With_Valid_User_Name_Password - Step 2: Select gender
[INFO ] [2022-05-20 09:40:47,945] TC_01_Register_With_Valid_User_Name_Password - Step 3: input 'first name' textbox
[INFO ] [2022-05-20 09:40:48,194] TC_01_Register_With_Valid_User_Name_Password - Step 4: input 'last name' textbox 
[INFO ] [2022-05-20 09:40:48,422] TC_01_Register_With_Valid_User_Name_Password - Step 5: input 'email' textbox 
[INFO ] [2022-05-20 09:40:48,667] TC_01_Register_With_Valid_User_Name_Password - Step 6: input 'password' textbox 
[INFO ] [2022-05-20 09:40:48,901] TC_01_Register_With_Valid_User_Name_Password - Step 7: input 'confirm password' textbox 
[INFO ] [2022-05-20 09:40:49,135] TC_01_Register_With_Valid_User_Name_Password - Step 8: Click on 'Register' field 
[INFO ] [2022-05-20 09:40:55,109] TC_01_Register_With_Valid_User_Name_Password - Step 9: Verify register successful msg is displayed 
[INFO ] [2022-05-20 09:40:55,211]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-05-20 09:40:55,432] Close browser
[INFO ] [2022-05-20 09:40:55,433] OS name = windows 10
[INFO ] [2022-05-20 09:40:55,433] Driver instance name = windows 10
[INFO ] [2022-05-20 10:50:48,947] Pre-condition - Step 01:Init browser and go to Homepage to: https://demo.nopcommerce.com/
[INFO ] [2022-05-20 10:50:49,562] Close browser
[INFO ] [2022-05-20 10:50:49,564] OS name = windows 10
[INFO ] [2022-05-20 10:50:49,564] 
